0,1,2
-0.794109,3.92038,2.44921e-016
-0.397055,1.96019,1.22461e-016
0,0,0
0.397055,-1.96019,-1.22461e-016
0.794109,-3.92038,-2.44921e-016
-1.054207203966789,4.996722127032887,1.665484830932701
-2.7342476208718,6.07764521711454,1.570251061218547
-4.414288037776811,7.158568307196193,1.475017291504393
-6.094328454681822,8.239491397277845,1.379783521790239
-7.774368871586833,9.320414487359498,1.284549752076085
0.8472014701063921,-0.4573269624961287,-1.753026445443317
1.743735324059615,1.307783113570642,-1.469101335452426
2.640269178012838,3.072893189637413,-1.185176225461535
3.536803031966061,4.838003265704184,-0.9012511154706435
4.433336885919284,6.603113341770955,-0.6173260054797524
0.6836330378111166,-2.245185112739768,-2.634393907154867
-0.6379406272995354,-3.683367375677768,-3.064597145469659
-1.959514292410187,-5.121549638615767,-3.49480038378445
-3.281087957520839,-6.559731901553767,-3.925003622099242
-4.602661622631492,-7.997914164491766,-4.355206860414033
-2.006829337476362,-8.051947940552196,-3.538278574813466
-0.9982188485431238,-9.105255792370833,-4.906944878523417
0.01039164039011475,-10.15856364418947,-6.275611182233368
1.019002129323353,-11.21187149600811,-7.644277485943318
2.027612618256592,-12.26517934782675,-9.012943789653269
-0.2270574991179184,-6.207550787196368,-4.627432582313546
-0.8921493491506149,-7.459407549464927,-6.03828603954522
-1.557241199183311,-8.711264311733485,-7.449139496776893
-2.222333049216008,-9.963121074002045,-8.859992954008566
-2.887424899248705,-11.2149778362706,-10.27084641124024
-6.710419910909518,7.31228537583272,-0.281758024894385
-8.641624949015275,6.794569907864553,-0.2325869457782627
-10.57282998712103,6.276854439896387,-0.1834158666621404
-12.50403502522679,5.759138971928221,-0.1342447875460181
-14.43524006333255,5.241423503960054,-0.08507370842989576
-9.152066034252893,-11.30464279082626,-17.80808009550365
-7.758322397953723,-11.40369408161974,-16.37711275902538
-6.364578761654553,-11.50274537241322,-14.94614542254711
-4.970835125355382,-11.6017966632067,-13.51517808606884
-3.577091489056212,-11.70084795400018,-12.08421074959057
-11.77840699641736,-12.24269242441923,-21.92918035205739
-11.41401866459204,-11.54779447531807,-20.08952332316191
-11.04963033276671,-10.8528965262169,-18.24986629426642
-10.68524200094139,-10.15799857711574,-16.41020926537094
-10.32085366911606,-9.463100628014576,-14.57055223647546
-7.479341024962557,10.58933715692006,2.802045659283591
-6.173923285427586,11.97438939643166,2.187623313391669
-4.868505545892615,13.35944163594325,1.573200967499747
-3.563087806357645,14.74449387545484,0.9587786216078249
-2.257670066822674,16.12954611496643,0.3443562757159029
-6.83824167144336,5.835059414830738,-1.623944695099316
-4.88392697261029,6.085470988279553,-1.967380426798709
-2.929612273777221,6.335882561728368,-2.310816158498102
-0.975297574944151,6.586294135177182,-2.654251890197494
0.9790171238889185,6.836705708625997,-2.997687621896887
3.617035080396624,0.887805851365384,-0.9084168233261511
4.762872465533823,0.9713299664738801,-2.545511936328841
5.908709850671023,1.054854081582376,-4.18260704933153
7.054547235808222,1.138378196690873,-5.819702162334219
8.200384620945421,1.221902311799369,-7.456797275336909
-4.733172308540354,7.731612690515288,-3.093209244790863
-3.035848233542116,8.062791755840443,-4.097903930315642
-1.338524158543879,8.393970821165597,-5.102598615840421
0.3587999164543592,8.725149886490751,-6.1072933013652
2.056123991452597,9.056328951815907,-7.111987986889979
-4.832896189371884,17.07498967638269,7.541074286010508
-4.453471839166546,15.75677523526542,6.085619769475851
-4.074047488961209,14.43856079414814,4.630165252941195
-3.694623138755872,13.12034635303087,3.174710736406539
-3.315198788550535,11.80213191191359,1.719256219871882
-17.43340416381593,-16.92190494308401,-22.29504094552546
-16.05614987060372,-15.85322596099659,-21.31468598681247
-14.67889557739151,-14.78454697890918,-20.33433102809949
-13.30164128417929,-13.71586799682177,-19.3539760693865
-11.92438699096708,-12.64718901473436,-18.37362111067352
-7.132379867236017,-9.567081204146298,-16.86193137102106
-5.253815680346298,-9.380595427756628,-16.20146210531697
-3.375251493456579,-9.19410965136696,-15.54099283961287
-1.496687306566859,-9.007623874977291,-14.88052357390877
0.38187688032286,-8.821138098587621,-14.22005430820468
1.551280561485328,-7.480417478469823,-13.30629107340333
3.368037708016643,-8.002781563357669,-13.9593831292015
5.184794854547959,-8.525145648245514,-14.61247518499966
7.001552001079274,-9.04750973313336,-15.26556724079783
8.81830914761059,-9.569873818021206,-15.91865929659599
9.997589616809814,-9.927706859662894,-14.34345991579536
8.630311749145374,-10.78021139541939,-13.15864463520956
7.263033881480936,-11.63271593117588,-11.97382935462377
5.895756013816498,-12.48522046693238,-10.78901407403798
4.528478146152059,-13.33772500268887,-9.604198793452186
-13.59942197650237,-11.63856149460095,-18.79424959623093
-13.07642307730713,-11.18472905867785,-16.91794784236918
-12.55342417811188,-10.73089662275474,-15.04164608850743
-12.03042527891664,-10.27706418683163,-13.16534433464569
-11.5074263797214,-9.82323175090853,-11.28904258078394
3.154766449631744,11.58000902061468,-1.341644488368409
2.656276331044551,11.39218036203965,-3.269396546255738
2.157786212457359,11.20435170346463,-5.197148604143067
1.659296093870166,11.01652304488961,-7.124900662030397
1.160805975282973,10.82869438631458,-9.052652719917726
-3.160426716952704,4.671298598702278,-7.213900690869577
-1.363062913948433,5.508828202888179,-6.953079829429715
0.4343008890558382,6.34635780707408,-6.692258967989852
2.231664692060109,7.183887411259981,-6.431438106549988
4.029028495064381,8.021417015445881,-6.170617245110126
-4.766303961035231,-5.637314186974276,3.517893265176447
-5.152153099515671,-5.969176489483133,1.583729917755287
-5.538002237996111,-6.30103879199199,-0.3504334296658713
-5.923851376476551,-6.632901094500848,-2.28459677708703
-6.309700514956992,-6.964763397009705,-4.218760124508189
-5.96293085684381,17.59410190001714,4.84048625753465
-5.244373299322675,18.65019357138756,6.379429212355034
-4.525815741801542,19.70628524275798,7.918372167175419
-3.807258184280408,20.7623769141284,9.457315121995803
-3.088700626759274,21.81846858549882,10.99625807681619
11.48998965516238,-9.352948146388046,-13.14246260229299
12.02031591422929,-8.177499040980983,-14.6712115874249
12.5506421732962,-7.002049935573918,-16.1999605725568
13.08096843236311,-5.826600830166854,-17.72870955768871
13.61129469143002,-4.65115172475979,-19.25745854282061
-6.761461169688469,-5.582419462470699,3.645698906603938
-6.874185086716902,-7.333455554805353,4.605472797617416
-6.986909003745335,-9.084491647140007,5.565246688630895
-7.099632920773767,-10.83552773947466,6.525020579644373
-7.2123568378022,-12.58656383180931,7.484794470657851
-9.66311095345786,4.939232810179047,5.278277461718442
-11.25826244300774,5.267119224005433,4.117251094655714
-12.85341393255762,5.595005637831819,2.956224727592985
-14.44856542210749,5.922892051658205,1.795198360530256
-16.04371691165737,6.250778465484591,0.6341719934675276
13.24778192555978,-2.768359484979467,-18.68917001498255
15.00284276526095,-2.038068027053026,-19.31080964968024
16.75790360496213,-1.307776569126586,-19.93244928437792
18.51296444466331,-0.5774851112001452,-20.55408891907561
20.26802528436448,0.1528063467262955,-21.1757285537733
12.17165925519922,-3.747438971541557,-20.31138124891403
12.01679353991554,-5.647054162879226,-20.91758149228978
11.86192782463186,-7.546669354216896,-21.52378173566554
11.70706210934818,-9.446284545554565,-22.12998197904129
11.5521963940645,-11.34589973689224,-22.73618222241704
5.973937280380135,7.69267633910992,-6.501161318606793
7.62374752076059,8.767161999760026,-6.149583822465337
9.273557761141044,9.84164766041013,-5.798006326323881
10.9233680015215,10.91613332106023,-5.446428830182425
12.57317824190195,11.99061898171034,-5.094851334040968
-19.33889881917316,2.343872447994405,-1.463333408016208
-18.05813221637897,2.954026571545032,-0.05359979676860838
-16.77736561358478,3.564180695095659,1.356133814478991
-15.49659901079059,4.174334818646285,2.765867425726591
-14.2158324079964,4.784488942196912,4.17560103697419
-4.587855711871586,-5.611836283287749,5.50975347583235
-4.039791376254966,-3.688507073791377,5.530495605018443
-3.491727040638346,-1.765177864295004,5.551237734204536
-2.943662705021726,0.1581513452013685,5.571979863390629
-2.395598369405106,2.081480554697741,5.592721992576721
-7.015840326599543,-3.6184515958631,3.366196735839561
-6.415325377888219,-3.080109668723861,5.196379722826995
-5.814810429176895,-2.541767741584623,7.02656270981443
-5.21429548046557,-2.003425814445384,8.856745696801864
-4.613780531754246,-1.465083887306146,10.6869286837893
-0.6202263769096686,16.49845558021931,-0.7431564684903077
-0.8911457495070756,18.43714658467108,-1.153131934596823
-1.162065122104483,20.37583758912283,-1.563107400703337
-1.43298449470189,22.31452859357459,-1.973082866809852
-1.703903867299297,24.25321959802636,-2.383058332916367
-1.92433170702956,23.06087067545607,12.04539203663128
-2.424259501444589,24.76629537048709,11.12800508994538
-2.924187295859618,26.47172006551811,10.21061814325948
-3.424115090274646,28.17714476054913,9.293231196573574
-3.924042884689675,29.88256945558015,8.37584424988767
10.44483761048363,-10.49466496714292,-20.98644019751499
9.48825278579776,-11.21536705464764,-22.5881686308791
8.531667961111895,-11.93606914215237,-24.1898970642432
7.575083136426029,-12.65677122965709,-25.79162549760731
6.618498311740162,-13.37747331716182,-27.39335393097142
8.469501431578793,-13.89058956184825,-23.77039110290578
7.449524269390809,-15.60419626870645,-23.61808009599708
6.429547107202825,-17.31780297556465,-23.46576908908837
5.409569945014841,-19.03140968242285,-23.31345808217966
4.389592782826856,-20.74501638928104,-23.16114707527095
-5.156286849633971,28.06517102920659,10.28673151341663
-4.835363884964574,28.36668905930042,12.23765317465168
-4.514440920295176,28.66820708939425,14.18857483588674
-4.193517955625778,28.96972511948807,16.13949649712179
-3.87259499095638,29.2712431495819,18.09041815835684
4.910321559079293,25.6279827821958,15.9963001594577
2.97086790945089,26.1105798201039,15.92133590167174
1.031414259822487,26.59317685801199,15.84637164388577
-0.9080393898059163,27.07577389592008,15.7714073860998
-2.847493039434319,27.55837093382818,15.69644312831384
-5.359779450228264,29.63215227334852,19.3780621264172
-4.490601039849194,31.20648852976675,20.25327309678832
-3.621422629470125,32.78082478618497,21.12848406715944
-2.752244219091055,34.3551610426032,22.00369503753057
-1.883065808711986,35.92949729902142,22.87890600790169
-4.293387629706573,35.5627583639457,22.41184414925665
-4.566233530750965,35.72360799617446,24.38660552980245
-4.839079431795358,35.88445762840323,26.36136691034825
-5.11192533283975,36.04530726063199,28.33612829089404
-5.384771233884142,36.20615689286075,30.31088967143984
8.722442098903446,8.1030974386113,-3.956004855345754
9.261812823827958,10.02316677747855,-3.806295286392079
9.801183548752469,11.9432361163458,-3.656585717438405
10.34055427367698,13.86330545521305,-3.50687614848473
10.87992499860149,15.7833747940803,-3.357166579531056
-7.3610994077319,16.1640626418592,4.851089249309137
-7.551730170653328,14.51831768403402,5.971438947403887
-7.742360933574757,12.87257272620884,7.091788645498637
-7.932991696496186,11.22682776838366,8.212138343593386
-8.123622459417614,9.581082810558485,9.332488041688137
2.602455721897739,-21.38412616838371,-23.79176567292644
1.076665772469347,-21.330655127387,-22.49982686710086
-0.4491241769590457,-21.27718408639029,-21.20788806127528
-1.974914126387438,-21.22371304539357,-19.91594925544969
-3.500704075815831,-21.17024200439686,-18.62401044962411
0.1010659342025764,-23.60859474267083,-22.45815986884705
-1.104678875376322,-22.08063408454399,-22.91806820905207
-2.310423684955221,-20.55267342641715,-23.37797654925708
-3.51616849453412,-19.0247127682903,-23.8378848894621
-4.721913304113018,-17.49675211016346,-24.29779322966711
-6.926930868418887,23.78409276891252,22.70779371150822
-6.724140416081229,25.09349664372265,21.20968239218882
-6.521349963743573,26.40290051853279,19.71157107286943
-6.318559511405916,27.71230439334293,18.21345975355004
-6.115769059068259,29.02170826815306,16.71534843423065
-2.078928949700126,30.48383744174284,7.892076355414257
-1.055288574940063,30.65326126354249,9.601888026847073
-0.03164820018000009,30.82268508534214,11.31169969827989
